Timestamp,Overall AQI,Category,Suggestion,PM2.5,PM10,CO2,SO2
2024-12-02 20:41:10,140.0,Unhealthy for Sensitive Groups,Limit outdoor activities for sensitive groups; consider using air purifiers indoors.,128.57142857142858,140.0,104.0,106.66666666666667
2024-12-02 22:06:10,140.0,Unhealthy for Sensitive Groups,Limit outdoor activities for sensitive groups; consider using air purifiers indoors.,128.57142857142858,140.0,104.0,106.66666666666667
2024-12-02 22:06:22,140.0,Unhealthy for Sensitive Groups,Limit outdoor activities for sensitive groups; consider using air purifiers indoors.,128.57142857142858,140.0,104.0,106.66666666666667
2025-01-07 21:07:19,140.0,Unhealthy for Sensitive Groups,Limit outdoor activities for sensitive groups; consider using air purifiers indoors.,128.57142857142858,140.0,104.0,106.66666666666667
